""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"3035"	"Video Summarization"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3036"	"Video Summarization"	"2019.0"	"0.0"	"23.0"	"0.0"	"19.0"	"0.0"	"23.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3037"	"Video Summarization"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2.0"	"6.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"1"	"0"	"0"
"3038"	"Video Super-Resolution"	"2014.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"3039"	"Video Super-Resolution"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3040"	"Video Super-Resolution"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3041"	"Video Super-Resolution"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3042"	"Video Super-Resolution"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3043"	"Video Synchronization"	"2019.0"	"0.0"	"2.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3044"	"Video Understanding"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"6822"	"1"	"0"	"0"
"3045"	"Video Understanding"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"3046"	"Video Understanding"	"2017.0"	"0.0"	"51.0"	"0.0"	"0.0"	"0.0"	"51.0"	"2013.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3047"	"Video Understanding"	"2019.0"	"0.0"	"123.0"	"0.0"	"81.0"	"1.0"	"124.0"	"2013.0"	"123.0"	"0.0"	"0.9919354838709677"	"0.0"	"49025"	"1"	"0"	"0"
"3048"	"Video Understanding"	"2021.0"	"0.0"	"169.0"	"0.0"	"0.0"	"6.0"	"175.0"	"2013.0"	"28.166666666666668"	""	"0.9657142857142857"	""	"37713"	"1"	"0"	"0"
"3049"	"Video-Based Person Re-Identification"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3050"	"Video-Based Person Re-Identification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3051"	"Video-Text Retrieval"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2018.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3052"	"Video-Text Retrieval"	"2020.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3053"	"Video-to-Video Synthesis"	"2019.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3054"	"Video-to-Video Synthesis"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3055"	"Viewpoint Estimation"	"2015.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2012.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3056"	"Viewpoint Estimation"	"2016.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3057"	"Viewpoint Estimation"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3058"	"Viewpoint Estimation"	"2018.0"	"0.0"	"14.0"	"0.0"	"0.0"	"0.0"	"14.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3059"	"Viewpoint Estimation"	"2019.0"	"0.0"	"6.0"	"0.0"	"7.0"	"0.0"	"6.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3060"	"Viewpoint Estimation"	"2020.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2012.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3061"	"Viewpoint Estimation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3062"	"Virtual Try-on"	"2018.0"	"0.0"	"7.0"	"0.0"	"0.0"	"3.0"	"10.0"	"2014.0"	"2.3333333333333335"	""	"0.7"	""	"36754"	"1"	"0"	"0"
"3063"	"Virtual Try-on"	"2019.0"	"0.0"	"15.0"	"0.0"	"6.0"	"7.0"	"22.0"	"2014.0"	"2.142857142857143"	"0.0"	"0.6818181818181818"	"0.0"	"49025"	"1"	"0"	"0"
"3064"	"Virtual Try-on"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"9.0"	"16.0"	"2014.0"	"0.7777777777777778"	""	"0.4375"	""	"63637"	"1"	"0"	"0"
"3065"	"Virtual Try-on"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"12.0"	"2014.0"	"1.0"	""	"0.5"	""	"37713"	"1"	"0"	"0"
"3066"	"Vision-Language Navigation"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3067"	"Vision-Language Navigation"	"2019.0"	"0.0"	"3.0"	"0.0"	"4.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3068"	"Vision-Language Navigation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3069"	"Vision-Language Navigation"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3070"	"Visual Dialog"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"5.0"	"7.0"	"2016.0"	"0.4"	""	"0.2857142857142857"	""	"36754"	"1"	"1"	"0"
"3071"	"Visual Dialog"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"10.0"	"15.0"	"2016.0"	"0.5"	""	"0.3333333333333333"	""	"63637"	"1"	"1"	"0"
"3072"	"Visual Localization"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"22.0"	"25.0"	"2015.0"	"0.13636363636363635"	""	"0.12"	""	"63637"	"1"	"0"	"0"
"3073"	"Visual Navigation"	"2019.0"	"0.0"	"6.0"	"0.0"	"14.0"	"2.0"	"8.0"	"2015.0"	"3.0"	"0.0"	"0.75"	"0.0"	"49025"	"0"	"0"	"0"
"3074"	"Visual Navigation"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"2.0"	"9.0"	"2015.0"	"3.5"	""	"0.7777777777777778"	""	"63637"	"0"	"0"	"0"
"3075"	"Visual Navigation"	"2021.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"3076"	"Visual Object Tracking"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2.0"	"6.0"	"2014.0"	"2.0"	""	"0.6666666666666666"	""	"23430"	"1"	"0"	"0"
"3077"	"Visual Object Tracking"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"2014.0"	"0.1111111111111111"	""	"0.1"	""	"37713"	"1"	"0"	"0"
"3078"	"Visual Odometry"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"7.0"	"8.0"	"2012.0"	"0.14285714285714285"	""	"0.125"	""	"23430"	"0"	"0"	"0"
"3079"	"Visual Odometry"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"11.0"	"13.0"	"2012.0"	"0.18181818181818182"	""	"0.15384615384615385"	""	"36754"	"0"	"0"	"0"
"3080"	"Visual Odometry"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"20.0"	"22.0"	"2012.0"	"0.1"	""	"0.09090909090909091"	""	"63637"	"0"	"0"	"0"
"3081"	"Visual Odometry"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"11.0"	"12.0"	"2012.0"	"0.09090909090909091"	""	"0.08333333333333333"	""	"37713"	"0"	"0"	"0"
"3082"	"Visual Place Recognition"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3083"	"Visual Place Recognition"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3084"	"Visual Place Recognition"	"2019.0"	"0.0"	"10.0"	"0.0"	"8.0"	"0.0"	"10.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3085"	"Visual Place Recognition"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3086"	"Visual Place Recognition"	"2021.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3087"	"Visual Question Answering"	"2020.0"	"0.0"	"132.0"	"0.0"	"0.0"	"284.0"	"416.0"	"2015.0"	"0.4647887323943662"	""	"0.3173076923076923"	""	"63637"	"1"	"1"	"0"
"3088"	"Visual Reasoning"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3089"	"Visual Reasoning"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2015.0"	"0.3333333333333333"	""	"0.25"	""	"36754"	"1"	"0"	"0"
"3090"	"Visual Reasoning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"12.0"	"13.0"	"2015.0"	"0.08333333333333333"	""	"0.07692307692307693"	""	"63637"	"1"	"0"	"0"
"3091"	"Visual Reasoning"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"2015.0"	"0.16666666666666666"	""	"0.14285714285714285"	""	"37713"	"1"	"0"	"0"
"3092"	"Visual Tracking"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3093"	"Visual Tracking"	"2016.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2010.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3094"	"Visual Tracking"	"2017.0"	"0.0"	"42.0"	"0.0"	"0.0"	"0.0"	"42.0"	"2010.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3095"	"Visual Tracking"	"2018.0"	"0.0"	"67.0"	"0.0"	"0.0"	"1.0"	"68.0"	"2010.0"	"67.0"	""	"0.9852941176470589"	""	"36754"	"1"	"0"	"0"
"3096"	"Visual Tracking"	"2019.0"	"0.0"	"72.0"	"0.0"	"23.0"	"0.0"	"72.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3097"	"Visual Tracking"	"2020.0"	"0.0"	"80.0"	"0.0"	"0.0"	"1.0"	"81.0"	"2010.0"	"80.0"	""	"0.9876543209876543"	""	"63637"	"1"	"0"	"0"
"3098"	"Visual Tracking"	"2021.0"	"0.0"	"37.0"	"0.0"	"0.0"	"0.0"	"37.0"	"2010.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3099"	"Volumetric Medical Image Segmentation"	"2019.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3100"	"Volumetric Medical Image Segmentation"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3101"	"Weakly Supervised Action Localization"	"2017.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3102"	"Weakly Supervised Action Localization"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3103"	"Weakly Supervised Action Localization"	"2019.0"	"0.0"	"15.0"	"0.0"	"10.0"	"0.0"	"15.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3104"	"Weakly Supervised Action Localization"	"2020.0"	"0.0"	"18.0"	"0.0"	"0.0"	"0.0"	"18.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3105"	"Weakly Supervised Action Localization"	"2021.0"	"0.0"	"14.0"	"0.0"	"0.0"	"0.0"	"14.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3106"	"Weakly Supervised Classification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"3107"	"Weakly Supervised Object Detection"	"2015.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3108"	"Weakly Supervised Object Detection"	"2016.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3109"	"Weakly Supervised Object Detection"	"2017.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3110"	"Weakly Supervised Object Detection"	"2019.0"	"0.0"	"31.0"	"0.0"	"21.0"	"0.0"	"31.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3111"	"Weakly Supervised Object Detection"	"2020.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3112"	"Weakly Supervised Object Detection"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3113"	"Weakly-Supervised Named Entity Recognition"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"3114"	"Weakly-Supervised Named Entity Recognition"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"3115"	"Weakly-Supervised Object Localization"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3116"	"Weakly-Supervised Object Localization"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3117"	"Weakly-Supervised Object Localization"	"2019.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3118"	"Weakly-Supervised Semantic Segmentation"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3119"	"Weakly-Supervised Semantic Segmentation"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3120"	"Weakly-Supervised Semantic Segmentation"	"2019.0"	"0.0"	"5.0"	"0.0"	"7.0"	"0.0"	"5.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3121"	"Weakly-Supervised Semantic Segmentation"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3122"	"Weakly-supervised 3D Human Pose Estimation"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3123"	"Weakly-supervised 3D Human Pose Estimation"	"2019.0"	"0.0"	"5.0"	"0.0"	"7.0"	"0.0"	"5.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3124"	"Weakly-supervised 3D Human Pose Estimation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3125"	"Weakly-supervised 3D Human Pose Estimation"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3126"	"Weakly-supervised Temporal Action Localization"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3127"	"Weakly-supervised Temporal Action Localization"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3128"	"Weakly-supervised Temporal Action Localization"	"2019.0"	"0.0"	"15.0"	"0.0"	"8.0"	"0.0"	"15.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3129"	"Weakly-supervised Temporal Action Localization"	"2020.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3130"	"Weakly-supervised Temporal Action Localization"	"2021.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3131"	"Wildly Unsupervised Domain Adaptation"	"2019.0"	"0.0"	"4.0"	"0.0"	"2.0"	"0.0"	"4.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"1"
"3132"	"Word Embeddings"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"9766"	"0"	"0"	"1"
"3133"	"Word Embeddings"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"1"
"3134"	"Word Embeddings"	"2016.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2011.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"3135"	"Word Embeddings"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"4.0"	"11.0"	"2011.0"	"1.75"	""	"0.6363636363636364"	""	"23430"	"0"	"0"	"1"
"3136"	"Word Embeddings"	"2019.0"	"0.0"	"13.0"	"0.0"	"26.0"	"38.0"	"51.0"	"2011.0"	"0.34210526315789475"	"0.0"	"0.2549019607843137"	"0.0"	"49025"	"0"	"0"	"1"
"3137"	"Word Embeddings"	"2020.0"	"0.0"	"8.0"	"0.0"	"0.0"	"29.0"	"37.0"	"2011.0"	"0.27586206896551724"	""	"0.21621621621621623"	""	"63637"	"0"	"0"	"1"
"3138"	"Word Embeddings"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"13.0"	"16.0"	"2011.0"	"0.23076923076923078"	""	"0.1875"	""	"37713"	"0"	"0"	"1"
"3139"	"Word Sense Disambiguation"	"2019.0"	"0.0"	"3.0"	"0.0"	"3.0"	"12.0"	"15.0"	"2012.0"	"0.25"	"0.0"	"0.2"	"0.0"	"49025"	"0"	"1"	"0"
"3140"	"Word Sense Disambiguation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"10.0"	"12.0"	"2012.0"	"0.2"	""	"0.16666666666666666"	""	"37713"	"0"	"1"	"0"
"3141"	"Zero Shot Skeletal Action Recognition"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3142"	"Zero-Shot Cross-Lingual Transfer"	"2021.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"3143"	"Zero-Shot Cross-Modal Retrieval"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"3144"	"Zero-Shot Human-Object Interaction Detection"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"3145"	"Zero-Shot Learning"	"2013.0"	"0.0"	"6.0"	"0.0"	"0.0"	"1.0"	"7.0"	"2009.0"	"6.0"	""	"0.8571428571428571"	""	"6822"	"1"	"0"	"1"
"3146"	"Zero-Shot Learning"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"6.0"	"9.0"	"2009.0"	"0.5"	""	"0.3333333333333333"	""	"9766"	"1"	"0"	"1"
"3147"	"Zero-Shot Learning"	"2015.0"	"0.0"	"12.0"	"0.0"	"0.0"	"6.0"	"18.0"	"2009.0"	"2.0"	""	"0.6666666666666666"	""	"12115"	"1"	"0"	"1"
"3148"	"Zero-Shot Learning"	"2016.0"	"0.0"	"43.0"	"0.0"	"0.0"	"11.0"	"54.0"	"2009.0"	"3.909090909090909"	""	"0.7962962962962963"	""	"17276"	"1"	"0"	"1"
"3149"	"Zero-Shot Learning"	"2017.0"	"0.0"	"87.0"	"0.0"	"0.0"	"25.0"	"112.0"	"2009.0"	"3.48"	""	"0.7767857142857143"	""	"23430"	"1"	"0"	"1"
"3150"	"Zero-Shot Learning"	"2018.0"	"0.0"	"75.0"	"0.0"	"0.0"	"18.0"	"93.0"	"2009.0"	"4.166666666666667"	""	"0.8064516129032258"	""	"36754"	"1"	"0"	"1"
"3151"	"Zero-Shot Learning"	"2020.0"	"0.0"	"104.0"	"0.0"	"0.0"	"29.0"	"133.0"	"2009.0"	"3.586206896551724"	""	"0.7819548872180451"	""	"63637"	"1"	"0"	"1"
"3152"	"Zero-Shot Learning"	"2021.0"	"0.0"	"83.0"	"0.0"	"0.0"	"26.0"	"109.0"	"2009.0"	"3.1923076923076925"	""	"0.7614678899082569"	""	"37713"	"1"	"0"	"1"
"3153"	"Zero-Shot Learning + Domain Generalization"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2020.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"3154"	"Zero-Shot Object Detection"	"2018.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2018.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3155"	"Zero-Shot Object Detection"	"2019.0"	"0.0"	"4.0"	"0.0"	"6.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3156"	"Zero-Shot Object Detection"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3157"	"Zero-Shot Object Detection"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3158"	"Zero-Shot Text-to-Image Generation"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"3159"	"Zero-Shot Transfer Image Classification"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"0"
"3160"	"Zero-Shot Transfer Image Classification"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"3161"	"class-incremental learning"	"2018.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2016.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"1"
"3162"	"class-incremental learning"	"2019.0"	"0.0"	"16.0"	"0.0"	"13.0"	"0.0"	"16.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"1"
"3163"	"class-incremental learning"	"2020.0"	"0.0"	"82.0"	"0.0"	"0.0"	"0.0"	"82.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"3164"	"class-incremental learning"	"2021.0"	"0.0"	"59.0"	"0.0"	"0.0"	"0.0"	"59.0"	"2016.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"3165"	"cross-domain few-shot learning"	"2019.0"	"0.0"	"3.0"	"0.0"	"3.0"	"0.0"	"3.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3166"	"cross-domain few-shot learning"	"2020.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2019.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
