""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"1236"	"Atari Games"	"2014.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2012.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"0"	"0"
"1237"	"Atari Games"	"2015.0"	"0.0"	"0.0"	"0.0"	"11.0"	"11.0"	"2012.0"	"0.0"	""	"0.0"	""	"12115"	"0"	"0"	"0"
"1238"	"Atari Games"	"2016.0"	"0.0"	"0.0"	"0.0"	"12.0"	"12.0"	"2012.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"0"	"0"
"1239"	"Atari Games"	"2017.0"	"0.0"	"0.0"	"0.0"	"16.0"	"16.0"	"2012.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"0"
"1240"	"Atari Games"	"2018.0"	"0.0"	"0.0"	"0.0"	"34.0"	"34.0"	"2012.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"0"
"1241"	"Atari Games"	"2021.0"	"0.0"	"0.0"	"0.0"	"18.0"	"18.0"	"2012.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1242"	"Audio Classification"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"0"
"1243"	"Audio Classification"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"0"
"1244"	"AutoML"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2014.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"1"
"1245"	"AutoML"	"2019.0"	"0.0"	"0.0"	"0.0"	"11.0"	"11.0"	"2014.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"1"
"1246"	"AutoML"	"2020.0"	"0.0"	"0.0"	"0.0"	"32.0"	"32.0"	"2014.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"1"
"1247"	"AutoML"	"2021.0"	"0.0"	"0.0"	"0.0"	"15.0"	"15.0"	"2014.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"1"
"1248"	"Autonomous Vehicles"	"2018.0"	"0.0"	"0.0"	"0.0"	"16.0"	"16.0"	"2015.0"	"0.0"	""	"0.0"	""	"36754"	"1"	"0"	"0"
"1249"	"Autonomous Vehicles"	"2020.0"	"0.0"	"0.0"	"0.0"	"49.0"	"49.0"	"2015.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1250"	"Autonomous Vehicles"	"2021.0"	"0.0"	"0.0"	"0.0"	"27.0"	"27.0"	"2015.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1251"	"Boundary Detection"	"2013.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2001.0"	"0.0"	""	"0.0"	""	"6822"	"1"	"0"	"0"
"1252"	"Boundary Detection"	"2015.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2001.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"0"	"0"
"1253"	"Boundary Detection"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2001.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1254"	"Chatbot"	"2014.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"1"	"0"
"1255"	"Chatbot"	"2019.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2012.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"1"	"0"
"1256"	"Chatbot"	"2020.0"	"0.0"	"0.0"	"0.0"	"17.0"	"17.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1257"	"Chatbot"	"2021.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2012.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1258"	"Code Generation"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"1"	"0"
"1259"	"Code Generation"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1260"	"Code Search"	"2020.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2014.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"0"
"1261"	"Code Search"	"2021.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2014.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1262"	"Color Constancy"	"2020.0"	"0.0"	"0.0"	"0.0"	"5.0"	"5.0"	"2013.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1263"	"Colorization"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2013.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1264"	"Computed Tomography (CT)"	"2017.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2013.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"1"
"1265"	"Computed Tomography (CT)"	"2018.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2013.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"1"
"1266"	"Coreference Resolution"	"2013.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"6822"	"0"	"1"	"0"
"1267"	"Coreference Resolution"	"2016.0"	"0.0"	"0.0"	"0.0"	"5.0"	"5.0"	"2009.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"1"	"0"
"1268"	"Coreference Resolution"	"2017.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2009.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"1"	"0"
"1269"	"Coreference Resolution"	"2021.0"	"0.0"	"0.0"	"0.0"	"17.0"	"17.0"	"2009.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1270"	"Cross-Lingual Document Classification"	"2019.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2013.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"1"	"0"
"1271"	"Cross-Lingual Document Classification"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2013.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1272"	"Deblurring"	"2013.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2006.0"	"0.0"	""	"0.0"	""	"6822"	"1"	"0"	"0"
"1273"	"Deblurring"	"2014.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2006.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1274"	"Deblurring"	"2016.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2006.0"	"0.0"	""	"0.0"	""	"17276"	"1"	"0"	"0"
"1275"	"Deblurring"	"2018.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"2006.0"	"0.0"	""	"0.0"	""	"36754"	"1"	"0"	"0"
"1276"	"Deblurring"	"2019.0"	"0.0"	"0.0"	"0.0"	"25.0"	"25.0"	"2006.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1277"	"Denoising"	"2020.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2006.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1278"	"Denoising"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2006.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1279"	"Dialogue Understanding"	"2014.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"1"	"0"
"1280"	"Dialogue Understanding"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"1"	"0"
"1281"	"Dialogue Understanding"	"2019.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2009.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"1"	"0"
"1282"	"Document Layout Analysis"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1283"	"Document Layout Analysis"	"2021.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2012.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1284"	"EEG"	"2016.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2007.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"0"	"1"
"1285"	"EEG"	"2017.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2007.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"1"
"1286"	"EEG"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2007.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"1"
"1287"	"EEG"	"2019.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2007.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"1"
"1288"	"EEG"	"2020.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2007.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"1"
"1289"	"EEG"	"2021.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2007.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"1"
"1290"	"Emotion Recognition"	"2016.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"17276"	"1"	"1"	"0"
"1291"	"Emotion Recognition"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"1"	"0"
"1292"	"Face Recognition"	"2012.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2001.0"	"0.0"	""	"0.0"	""	"4735"	"1"	"0"	"0"
"1293"	"Face Reconstruction"	"2014.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2014.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1294"	"Face Verification"	"2009.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"254"	"1"	"0"	"0"
"1295"	"Face Verification"	"2011.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"359"	"1"	"0"	"0"
"1296"	"Face Verification"	"2012.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"4735"	"1"	"0"	"0"
"1297"	"Facial Landmark Detection"	"2014.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2011.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1308"	"Federated Learning"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2016.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"1"
"1313"	"Few-Shot Transfer Learning for Saliency Prediction"	"2021.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2020.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1314"	"Fine-Grained Image Classification"	"2015.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2013.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"0"	"1"
"1315"	"Fine-Grained Image Classification"	"2017.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2013.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"0"	"1"
"1316"	"General Reinforcement Learning"	"2017.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2009.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"0"
"1317"	"General Reinforcement Learning"	"2020.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2009.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"0"
"1318"	"General Reinforcement Learning"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1319"	"Gesture Recognition"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2009.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1320"	"Grammatical Error Correction"	"2015.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2012.0"	"0.0"	""	"0.0"	""	"12115"	"0"	"1"	"0"
"1321"	"Grammatical Error Correction"	"2016.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2012.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"1"	"0"
"1322"	"Grammatical Error Correction"	"2017.0"	"0.0"	"0.0"	"0.0"	"10.0"	"10.0"	"2012.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"1"	"0"
"1323"	"Grammatical Error Correction"	"2018.0"	"0.0"	"0.0"	"0.0"	"18.0"	"18.0"	"2012.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"1"	"0"
"1324"	"Grammatical Error Correction"	"2020.0"	"0.0"	"0.0"	"0.0"	"13.0"	"13.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1325"	"Grammatical Error Correction"	"2021.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"2012.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1326"	"Hate Speech Detection"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2016.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"1"	"0"
"1327"	"Hate Speech Detection"	"2019.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2016.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"1"	"0"
"1328"	"Hate Speech Detection"	"2020.0"	"0.0"	"0.0"	"0.0"	"10.0"	"10.0"	"2016.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1329"	"Hate Speech Detection"	"2021.0"	"0.0"	"0.0"	"0.0"	"10.0"	"10.0"	"2016.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1330"	"Human Interaction Recognition"	"2017.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2015.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"0"	"0"
"1331"	"Human Interaction Recognition"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2015.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1332"	"Human Interaction Recognition"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2015.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1333"	"Human robot  interaction"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2007.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"0"
"1334"	"Image Classification"	"2010.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2007.0"	"0.0"	""	"0.0"	""	"353"	"1"	"0"	"1"
"1335"	"Image Enhancement"	"2021.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2003.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1336"	"Image Retrieval"	"2012.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"4735"	"1"	"0"	"0"
"1337"	"Image Retrieval"	"2015.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2008.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"0"	"0"
"1338"	"Keyword Spotting"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"0"
"1339"	"Keyword Spotting"	"2019.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2012.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"0"
"1340"	"Keyword Spotting"	"2020.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"0"
"1341"	"Keyword Spotting"	"2021.0"	"0.0"	"0.0"	"0.0"	"17.0"	"17.0"	"2012.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1342"	"Language Identification"	"2020.0"	"0.0"	"0.0"	"0.0"	"17.0"	"17.0"	"2001.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1343"	"Language Identification"	"2021.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2001.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1344"	"Link Prediction"	"2014.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2007.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"0"	"0"
"1345"	"Link Prediction"	"2015.0"	"0.0"	"0.0"	"0.0"	"10.0"	"10.0"	"2007.0"	"0.0"	""	"0.0"	""	"12115"	"0"	"0"	"0"
"1346"	"Lip Reading"	"2020.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2014.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"0"
"1347"	"Machine Translation"	"2017.0"	"0.0"	"0.0"	"0.0"	"27.0"	"27.0"	"2007.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"1"	"0"
"1348"	"Mathematical Question Answering"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2019.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1349"	"Meter Reading"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2015.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1350"	"Motion Capture"	"2018.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2008.0"	"0.0"	""	"0.0"	""	"36754"	"1"	"0"	"0"
"1351"	"Motion Capture"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1352"	"Motion Capture"	"2020.0"	"0.0"	"0.0"	"0.0"	"11.0"	"11.0"	"2008.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1353"	"Motion Forecasting"	"2020.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2017.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1354"	"Motion Forecasting"	"2021.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2017.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1355"	"Music Generation"	"2014.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2012.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"0"	"0"
"1356"	"Music Generation"	"2016.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"0"	"0"
"1357"	"Music Generation"	"2019.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2012.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"0"
"1358"	"Named Entity Recognition"	"2013.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2003.0"	"0.0"	""	"0.0"	""	"6822"	"0"	"1"	"0"
"1359"	"Named Entity Recognition"	"2014.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"2003.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"1"	"0"
"1360"	"Named Entity Recognition"	"2021.0"	"0.0"	"0.0"	"0.0"	"47.0"	"47.0"	"2003.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1361"	"Natural Language Inference"	"2016.0"	"0.0"	"0.0"	"0.0"	"28.0"	"28.0"	"2009.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"1"	"0"
"1362"	"Natural Language Inference"	"2021.0"	"0.0"	"0.0"	"0.0"	"106.0"	"106.0"	"2009.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1363"	"Node Classification"	"2014.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1998.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"0"	"0"
"1364"	"Node Classification"	"2015.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"1998.0"	"0.0"	""	"0.0"	""	"12115"	"0"	"0"	"0"
"1365"	"Node Classification"	"2016.0"	"0.0"	"0.0"	"0.0"	"14.0"	"14.0"	"1998.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"0"	"0"
"1366"	"Node Classification"	"2018.0"	"0.0"	"0.0"	"0.0"	"63.0"	"63.0"	"1998.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"0"
"1367"	"Node Classification"	"2019.0"	"0.0"	"0.0"	"0.0"	"165.0"	"165.0"	"1998.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"0"
"1368"	"Object Detection"	"2009.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2007.0"	"0.0"	""	"0.0"	""	"254"	"1"	"0"	"0"
"1369"	"Object Localization"	"2016.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"2009.0"	"0.0"	""	"0.0"	""	"17276"	"1"	"0"	"0"
"1370"	"Object Recognition"	"2010.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2004.0"	"0.0"	""	"0.0"	""	"353"	"1"	"0"	"0"
"1371"	"Object Recognition"	"2011.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"2004.0"	"0.0"	""	"0.0"	""	"359"	"1"	"0"	"0"
"1372"	"Object Recognition"	"2012.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2004.0"	"0.0"	""	"0.0"	""	"4735"	"1"	"0"	"0"
"1373"	"Object Recognition"	"2013.0"	"0.0"	"0.0"	"0.0"	"21.0"	"21.0"	"2004.0"	"0.0"	""	"0.0"	""	"6822"	"1"	"0"	"0"
"1374"	"Object Recognition"	"2014.0"	"0.0"	"0.0"	"0.0"	"38.0"	"38.0"	"2004.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1375"	"Object Recognition"	"2019.0"	"0.0"	"0.0"	"0.0"	"66.0"	"66.0"	"2004.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1376"	"Object Recognition"	"2020.0"	"0.0"	"0.0"	"0.0"	"63.0"	"63.0"	"2004.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1377"	"Object Recognition"	"2021.0"	"0.0"	"0.0"	"0.0"	"55.0"	"55.0"	"2004.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1378"	"Offline RL"	"2021.0"	"0.0"	"0.0"	"0.0"	"27.0"	"27.0"	"2017.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1379"	"OpenAI Gym"	"2017.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"2015.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"0"
"1380"	"OpenAI Gym"	"2018.0"	"0.0"	"0.0"	"0.0"	"19.0"	"19.0"	"2015.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"0"	"0"
"1381"	"OpenAI Gym"	"2019.0"	"0.0"	"0.0"	"0.0"	"33.0"	"33.0"	"2015.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"0"	"0"
"1382"	"OpenAI Gym"	"2020.0"	"0.0"	"0.0"	"0.0"	"43.0"	"43.0"	"2015.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"0"	"0"
"1383"	"OpenAI Gym"	"2021.0"	"0.0"	"0.0"	"0.0"	"31.0"	"31.0"	"2015.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"0"	"0"
"1384"	"Optical Character Recognition"	"2010.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1994.0"	"0.0"	""	"0.0"	""	"353"	"1"	"1"	"1"
"1385"	"Optical Character Recognition"	"2011.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1994.0"	"0.0"	""	"0.0"	""	"359"	"1"	"1"	"1"
"1386"	"Optical Character Recognition"	"2012.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1994.0"	"0.0"	""	"0.0"	""	"4735"	"1"	"1"	"1"
"1387"	"Optical Character Recognition"	"2013.0"	"0.0"	"0.0"	"0.0"	"6.0"	"6.0"	"1994.0"	"0.0"	""	"0.0"	""	"6822"	"1"	"1"	"1"
"1388"	"Optical Character Recognition"	"2014.0"	"0.0"	"0.0"	"0.0"	"13.0"	"13.0"	"1994.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"1"	"1"
"1389"	"Optical Character Recognition"	"2015.0"	"0.0"	"0.0"	"0.0"	"26.0"	"26.0"	"1994.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"1"	"1"
"1390"	"Optical Character Recognition"	"2017.0"	"0.0"	"0.0"	"0.0"	"35.0"	"35.0"	"1994.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"1"	"1"
"1391"	"Optical Flow Estimation"	"2014.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2009.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1392"	"Outlier Detection"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"23430"	"0"	"0"	"1"
"1393"	"Part-Of-Speech Tagging"	"2009.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1993.0"	"0.0"	""	"0.0"	""	"254"	"0"	"1"	"0"
"1394"	"Part-Of-Speech Tagging"	"2010.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1993.0"	"0.0"	""	"0.0"	""	"353"	"0"	"1"	"0"
"1395"	"Part-Of-Speech Tagging"	"2012.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"1993.0"	"0.0"	""	"0.0"	""	"4735"	"0"	"1"	"0"
"1396"	"Part-Of-Speech Tagging"	"2013.0"	"0.0"	"0.0"	"0.0"	"8.0"	"8.0"	"1993.0"	"0.0"	""	"0.0"	""	"6822"	"0"	"1"	"0"
"1397"	"Part-Of-Speech Tagging"	"2014.0"	"0.0"	"0.0"	"0.0"	"12.0"	"12.0"	"1993.0"	"0.0"	""	"0.0"	""	"9766"	"0"	"1"	"0"
"1398"	"Part-Of-Speech Tagging"	"2015.0"	"0.0"	"0.0"	"0.0"	"7.0"	"7.0"	"1993.0"	"0.0"	""	"0.0"	""	"12115"	"0"	"1"	"0"
"1399"	"Part-Of-Speech Tagging"	"2016.0"	"0.0"	"0.0"	"0.0"	"11.0"	"11.0"	"1993.0"	"0.0"	""	"0.0"	""	"17276"	"0"	"1"	"0"
