""	"task"	"categories"	"parents"	"children"	"siblings"
"1173"	"Scale Generalisation"	"[]"	"['Image Classification']"	"[]"	"['Superpixel Image Classification', 'Sequential Image Classification', 'Sparse Representation-based Classification', 'Document Image Classification', 'Fine-Grained Image Classification', 'Genre classification', 'Semi-Supervised Image Classification', 'Self-Supervised Image Classification', 'Artistic style classification', 'Hyperspectral Image Classification', 'Scale Generalisation', 'Satellite Image Classification', 'Small Data Image Classification', 'Multi-Label Image Classification', 'Few-Shot Image Classification', 'Learning with noisy labels', 'Photo geolocation estimation', 'Unsupervised Image Classification', 'Classification Consistency', 'Artist classification']"
"1174"	"GAN image forensics"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1175"	"Conversational Response Generation"	"['Natural Language Processing']"	"[]"	"[]"	"[]"
"1176"	"Joint NER and Classification"	"['Natural Language Processing']"	"[]"	"[]"	"[]"
"1177"	"Counterspeech Detection"	"['Natural Language Processing']"	"[]"	"[]"	"[]"
"1178"	"Causal Inference"	"['Miscellaneous']"	"[]"	"['Counterfactual Inference']"	"[]"
"1179"	"Counterfactual Inference"	"[]"	"['Causal Inference']"	"[]"	"['Counterfactual Inference']"
"1180"	"Traffic Prediction"	"['Time Series']"	"[]"	"['Traffic Data Imputation']"	"[]"
"1181"	"Traffic Data Imputation"	"[]"	"['Traffic Prediction']"	"[]"	"['Traffic Data Imputation']"
"1182"	"Tensor Networks"	"['Methodology']"	"[]"	"[]"	"[]"
"1183"	"Data Summarization"	"['Miscellaneous']"	"[]"	"[]"	"[]"
"1184"	"Voice Conversion"	"['Audio', 'Speech']"	"[]"	"[]"	"[]"
"1185"	"Caricature"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1186"	"Portfolio Optimization"	"['Time Series']"	"[]"	"[]"	"[]"
"1187"	"Out-of-Distribution Detection"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1188"	"Video Correspondence Flow"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1189"	"Cross-Lingual Bitext Mining"	"['Natural Language Processing']"	"[]"	"[]"	"[]"
"1190"	"Quantum Machine Learning"	"['Methodology']"	"[]"	"['Quantum Approximate Optimization']"	"[]"
"1191"	"Quantum Approximate Optimization"	"[]"	"['Quantum Machine Learning']"	"[]"	"['Quantum Approximate Optimization']"
"1192"	"Graph Regression"	"['Graphs']"	"[]"	"[]"	"[]"
"1193"	"Eye Tracking"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1194"	"Ultrasound"	"['Medical']"	"[]"	"['Brain Ventricle Localization And Segmentation In 3D Ultrasound Images']"	"[]"
"1195"	"Code Search"	"['Computer Code']"	"[]"	"['Annotated Code Search']"	"[]"
"1196"	"Annotated Code Search"	"[]"	"['Code Search']"	"[]"	"['Annotated Code Search']"
"1197"	"Image Similarity Search"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1198"	"Occluded Face Detection"	"[]"	"['Face Detection']"	"[]"	"['Occluded Face Detection']"
"1199"	"Disguised Face Verification"	"[]"	"['Face Verification']"	"[]"	"['Disguised Face Verification']"
"1200"	"Motion Forecasting"	"['Computer Vision']"	"['Autonomous Driving']"	"['Multiple Object Forecasting']"	"['Motion Forecasting', 'Dead-Reckoning Prediction']"
"1201"	"Multiple Object Forecasting"	"[]"	"['Motion Forecasting']"	"[]"	"['Multiple Object Forecasting']"
"1202"	"Computed Tomography (CT)"	"['Methodology']"	"[]"	"['Stroke Classification']"	"[]"
"1203"	"Stroke Classification"	"[]"	"['Computed Tomography (CT)']"	"[]"	"['Stroke Classification']"
"1204"	"Medical Image Registration"	"['Medical']"	"[]"	"['Diffeomorphic Medical Image Registration', 'BIRL']"	"[]"
"1205"	"Diffeomorphic Medical Image Registration"	"[]"	"['Medical Image Registration']"	"[]"	"['Diffeomorphic Medical Image Registration', 'BIRL']"
"1206"	"BIRL"	"[]"	"['Medical Image Registration']"	"[]"	"['Diffeomorphic Medical Image Registration', 'BIRL']"
"1207"	"Omniglot"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1208"	"Graph Generation"	"['Graphs']"	"[]"	"[]"	"[]"
"1209"	"Predict Future Video Frames"	"[]"	"['Video Prediction']"	"[]"	"['Predict Future Video Frames', 'Earth Surface Forecasting']"
"1210"	"Earth Surface Forecasting"	"[]"	"['Video Prediction']"	"[]"	"['Predict Future Video Frames', 'Earth Surface Forecasting']"
"1211"	"Age-Invariant Face Recognition"	"[]"	"['Face Recognition']"	"[]"	"['Face Quality Assessement', 'Age-Invariant Face Recognition']"
"1212"	"Face Quality Assessement"	"[]"	"['Face Recognition']"	"[]"	"['Face Quality Assessement', 'Age-Invariant Face Recognition']"
"1213"	"Micro-Expression Recognition"	"[]"	"['Facial Expression Recognition']"	"[]"	"['Micro-Expression Spotting', 'Smile Recognition', '3D Facial Expression Recognition', 'Micro-Expression Recognition']"
"1214"	"Micro-Expression Spotting"	"[]"	"['Facial Expression Recognition']"	"[]"	"['Micro-Expression Spotting', 'Smile Recognition', '3D Facial Expression Recognition', 'Micro-Expression Recognition']"
"1215"	"3D Facial Expression Recognition"	"[]"	"['Facial Expression Recognition']"	"[]"	"['Micro-Expression Spotting', 'Smile Recognition', '3D Facial Expression Recognition', 'Micro-Expression Recognition']"
"1216"	"Smile Recognition"	"[]"	"['Facial Expression Recognition']"	"[]"	"['Micro-Expression Spotting', 'Smile Recognition', '3D Facial Expression Recognition', 'Micro-Expression Recognition']"
"1217"	"Visual Storytelling"	"[]"	"['Data-to-Text Generation']"	"[]"	"['Visual Storytelling']"
"1218"	"hypergraph embedding"	"['Graphs']"	"[]"	"['hyperedge classification']"	"[]"
"1219"	"hyperedge classification"	"[]"	"['hypergraph embedding']"	"[]"	"['hyperedge classification']"
"1220"	"Active Object Detection"	"[]"	"['Active Learning']"	"[]"	"['Active Object Detection']"
"1221"	"Time Offset Calibration"	"['Miscellaneous']"	"[]"	"[]"	"[]"
"1222"	"Interpretable Machine Learning"	"['Methodology']"	"[]"	"[]"	"[]"
"1223"	"Texture Synthesis"	"['Computer Vision']"	"[]"	"[]"	"[]"
"1224"	"Image Matching"	"['Computer Vision']"	"[]"	"['Semantic correspondence', 'Patch Matching', 'Matching Disparate Images']"	"[]"
"1225"	"Semantic correspondence"	"[]"	"['Image Matching']"	"[]"	"['Patch Matching', 'Matching Disparate Images', 'Semantic correspondence']"
"1226"	"Patch Matching"	"['Computer Vision']"	"['Image Matching']"	"['Multimodal Patch Matching']"	"['Patch Matching', 'Matching Disparate Images', 'Semantic correspondence']"
"1227"	"Matching Disparate Images"	"[]"	"['Image Matching']"	"[]"	"['Patch Matching', 'Matching Disparate Images', 'Semantic correspondence']"
"1228"	"Spoof Detection"	"['Computer Vision']"	"[]"	"['Face Presentation Attack Detection', 'Detecting Image Manipulation', 'Cross-Domain Iris Presentation Attack Detection', 'Finger Dorsal Image Spoof Detection']"	"[]"
"1229"	"Face Presentation Attack Detection"	"[]"	"['Spoof Detection']"	"[]"	"['Cross-Domain Iris Presentation Attack Detection', 'Finger Dorsal Image Spoof Detection', 'Detecting Image Manipulation', 'Face Presentation Attack Detection']"
"1230"	"Detecting Image Manipulation"	"[]"	"['Spoof Detection']"	"[]"	"['Cross-Domain Iris Presentation Attack Detection', 'Finger Dorsal Image Spoof Detection', 'Detecting Image Manipulation', 'Face Presentation Attack Detection']"
"1231"	"Cross-Domain Iris Presentation Attack Detection"	"[]"	"['Spoof Detection']"	"[]"	"['Cross-Domain Iris Presentation Attack Detection', 'Finger Dorsal Image Spoof Detection', 'Detecting Image Manipulation', 'Face Presentation Attack Detection']"
"1232"	"Finger Dorsal Image Spoof Detection"	"[]"	"['Spoof Detection']"	"[]"	"['Cross-Domain Iris Presentation Attack Detection', 'Finger Dorsal Image Spoof Detection', 'Detecting Image Manipulation', 'Face Presentation Attack Detection']"
"1233"	"3D"	"['Computer Vision']"	"[]"	"['3D Reconstruction', '3D Pose Estimation', 'Face Verification', '3D Face Reconstruction', '3D Shape Reconstruction', 'Neural Rendering', '3D Shape Representation', '3D Object Classification', '3D Shape Classification', '3D Shape Generation', '3D FACE MODELING', '3D Scene Reconstruction', 'Video Reconstruction', 'Face Reenactment', '3D Point Cloud Matching', '3D Depth Estimation', '3D Shape Recognition', '3D Feature Matching', '3D Object Retrieval', 'Generating 3D Point Clouds', '3D Volumetric Reconstruction', '3D Geometry Perception', 'Classify 3D Point Clouds', '3D Plane Detection', '3D Surface Generation', 'Point Set Upsampling', '3D Object Detection From Monocular Images', 'Underwater 3D Scene Reconstruction', 'Multi-View 3D Shape Retrieval']"	"[]"
"1234"	"3D Shape Reconstruction"	"['Computer Vision']"	"['3D']"	"['3D Shape Reconstruction From A Single 2D Image']"	"['3D Object Detection From Monocular Images', '3D Plane Detection', '3D Face Reconstruction', '3D Object Classification', 'Underwater 3D Scene Reconstruction', '3D Object Retrieval', 'Face Reenactment', 'Generating 3D Point Clouds', '3D Pose Estimation', 'Neural Rendering', '3D Shape Generation', 'Face Verification', '3D Shape Representation', '3D Reconstruction', '3D Point Cloud Matching', '3D Feature Matching', '3D Scene Reconstruction', '3D Depth Estimation', '3D FACE MODELING', '3D Surface Generation', '3D Volumetric Reconstruction', 'Video Reconstruction', 'Classify 3D Point Clouds', '3D Shape Classification', '3D Shape Reconstruction', 'Multi-View 3D Shape Retrieval', '3D Shape Recognition', '3D Geometry Perception', 'Point Set Upsampling']"
"1235"	"Neural Rendering"	"[]"	"['3D']"	"[]"	"['3D Object Detection From Monocular Images', '3D Plane Detection', '3D Face Reconstruction', '3D Object Classification', 'Underwater 3D Scene Reconstruction', '3D Object Retrieval', 'Face Reenactment', 'Generating 3D Point Clouds', '3D Pose Estimation', 'Neural Rendering', '3D Shape Generation', 'Face Verification', '3D Shape Representation', '3D Reconstruction', '3D Point Cloud Matching', '3D Feature Matching', '3D Scene Reconstruction', '3D Depth Estimation', '3D FACE MODELING', '3D Surface Generation', '3D Volumetric Reconstruction', 'Video Reconstruction', 'Classify 3D Point Clouds', '3D Shape Classification', '3D Shape Reconstruction', 'Multi-View 3D Shape Retrieval', '3D Shape Recognition', '3D Geometry Perception', 'Point Set Upsampling']"
"1236"	"3D Shape Representation"	"[]"	"['3D']"	"[]"	"['3D Object Detection From Monocular Images', '3D Plane Detection', '3D Face Reconstruction', '3D Object Classification', 'Underwater 3D Scene Reconstruction', '3D Object Retrieval', 'Face Reenactment', 'Generating 3D Point Clouds', '3D Pose Estimation', 'Neural Rendering', '3D Shape Generation', 'Face Verification', '3D Shape Representation', '3D Reconstruction', '3D Point Cloud Matching', '3D Feature Matching', '3D Scene Reconstruction', '3D Depth Estimation', '3D FACE MODELING', '3D Surface Generation', '3D Volumetric Reconstruction', 'Video Reconstruction', 'Classify 3D Point Clouds', '3D Shape Classification', '3D Shape Reconstruction', 'Multi-View 3D Shape Retrieval', '3D Shape Recognition', '3D Geometry Perception', 'Point Set Upsampling']"
"1237"	"3D Object Classification"	"['Computer Vision']"	"['3D']"	"['Cube Engraving Classification']"	"['3D Object Detection From Monocular Images', '3D Plane Detection', '3D Face Reconstruction', '3D Object Classification', 'Underwater 3D Scene Reconstruction', '3D Object Retrieval', 'Face Reenactment', 'Generating 3D Point Clouds', '3D Pose Estimation', 'Neural Rendering', '3D Shape Generation', 'Face Verification', '3D Shape Representation', '3D Reconstruction', '3D Point Cloud Matching', '3D Feature Matching', '3D Scene Reconstruction', '3D Depth Estimation', '3D FACE MODELING', '3D Surface Generation', '3D Volumetric Reconstruction', 'Video Reconstruction', 'Classify 3D Point Clouds', '3D Shape Classification', '3D Shape Reconstruction', 'Multi-View 3D Shape Retrieval', '3D Shape Recognition', '3D Geometry Perception', 'Point Set Upsampling']"
"1238"	"3D Shape Classification"	"[]"	"['3D']"	"[]"	"['3D Object Detection From Monocular Images', '3D Plane Detection', '3D Face Reconstruction', '3D Object Classification', 'Underwater 3D Scene Reconstruction', '3D Object Retrieval', 'Face Reenactment', 'Generating 3D Point Clouds', '3D Pose Estimation', 'Neural Rendering', '3D Shape Generation', 'Face Verification', '3D Shape Representation', '3D Reconstruction', '3D Point Cloud Matching', '3D Feature Matching', '3D Scene Reconstruction', '3D Depth Estimation', '3D FACE MODELING', '3D Surface Generation', '3D Volumetric Reconstruction', 'Video Reconstruction', 'Classify 3D Point Clouds', '3D Shape Classification', '3D Shape Reconstruction', 'Multi-View 3D Shape Retrieval', '3D Shape Recognition', '3D Geometry Perception', 'Point Set Upsampling']"
